scenario_id,alert_id,timestamp,alert_type,source_node,service_name,severity,metric,observed_value,threshold,alert_message
scen_000008,alt_scen_000008_00002,2026-09-01T00:07:06.642400Z,DbConnectionPoolSaturated,ecom_aux_7,user_service_7,warning,connection_pool_usage,95.43,90.0,DUPLICATE: Database connection pool saturated
scen_000008,alt_scen_000008_00001,2026-09-01T00:07:10Z,DbConnectionPoolSaturated,ecom_aux_7,user_service_7,warning,connection_pool_usage,95.43,90.0,Database connection pool saturated
scen_000008,alt_scen_000008_00003,2026-09-01T00:07:50Z,DbConnectionPoolSaturated,ecom_aux_7,user_service_7,warning,connection_pool_usage,96.43,90.0,Database connection pool saturated
scen_000008,alt_scen_000008_00004,2026-09-01T00:08:00Z,ErrorRateElevated,ecom_aux_7,user_service_7,critical,error_rate_percent,35.4,10.0,Error rate threshold exceeded
scen_000008,alt_scen_000008_00005,2026-09-01T00:08:00Z,DbConnectionPoolSaturated,ecom_aux_7,user_service_7,warning,connection_pool_usage,98.45,90.0,Database connection pool saturated
scen_000008,alt_scen_000008_00006,2026-09-01T00:08:20Z,ErrorRateElevated,ecom_aux_7,user_service_7,critical,error_rate_percent,29.01,10.0,Error rate threshold exceeded
scen_000008,alt_scen_000008_00007,2026-09-01T00:09:10Z,ErrorRateElevated,ecom_aux_7,user_service_7,critical,error_rate_percent,27.9,10.0,Error rate threshold exceeded
scen_000008,alt_scen_000008_00008,2026-09-01T00:09:20Z,DbConnectionPoolSaturated,ecom_aux_7,user_service_7,warning,connection_pool_usage,95.74,90.0,Database connection pool saturated
scen_000008,alt_scen_000008_00035,2026-09-01T00:09:45Z,TransientSpikeWarning,auth_01,auth_service,warning,cpu_usage_percent,78.5,75.0,Transient CPU spike detected on idle node
scen_000008,alt_scen_000008_00009,2026-09-01T00:09:50Z,ErrorRateElevated,ecom_aux_7,user_service_7,critical,error_rate_percent,43.98,10.0,Error rate threshold exceeded
scen_000008,alt_scen_000008_00010,2026-09-01T00:10:10Z,ErrorRateElevated,ecom_aux_7,user_service_7,critical,error_rate_percent,37.28,10.0,Error rate threshold exceeded
scen_000008,alt_scen_000008_00011,2026-09-01T00:10:20Z,DbConnectionPoolSaturated,ecom_aux_7,user_service_7,warning,connection_pool_usage,96.87,90.0,Database connection pool saturated
scen_000008,alt_scen_000008_00012,2026-09-01T00:10:30Z,ErrorRateElevated,ecom_aux_7,user_service_7,critical,error_rate_percent,39.67,10.0,Error rate threshold exceeded
scen_000008,alt_scen_000008_00013,2026-09-01T00:10:30Z,DbConnectionPoolSaturated,ecom_aux_7,user_service_7,warning,connection_pool_usage,95.12,90.0,Database connection pool saturated
scen_000008,alt_scen_000008_00014,2026-09-01T00:11:20Z,DbConnectionPoolSaturated,ecom_aux_7,user_service_7,warning,connection_pool_usage,98.67,90.0,Database connection pool saturated
scen_000008,alt_scen_000008_00015,2026-09-01T00:12:10Z,ErrorRateElevated,ecom_aux_7,user_service_7,critical,error_rate_percent,44.23,10.0,Error rate threshold exceeded
scen_000008,alt_scen_000008_00016,2026-09-01T00:12:30Z,DbConnectionPoolSaturated,ecom_aux_7,user_service_7,warning,connection_pool_usage,99.09,90.0,Database connection pool saturated
scen_000008,alt_scen_000008_00018,2026-09-01T00:13:06.140231Z,ErrorRateElevated,ecom_aux_7,user_service_7,critical,error_rate_percent,32.97,10.0,DUPLICATE: Error rate threshold exceeded
scen_000008,alt_scen_000008_00017,2026-09-01T00:13:10Z,ErrorRateElevated,ecom_aux_7,user_service_7,critical,error_rate_percent,32.97,10.0,Error rate threshold exceeded
scen_000008,alt_scen_000008_00019,2026-09-01T00:13:40Z,ErrorRateElevated,ecom_aux_7,user_service_7,critical,error_rate_percent,32.63,10.0,Error rate threshold exceeded
scen_000008,alt_scen_000008_00020,2026-09-01T00:14:30Z,ErrorRateElevated,ecom_aux_7,user_service_7,critical,error_rate_percent,26.67,10.0,Error rate threshold exceeded
scen_000008,alt_scen_000008_00022,2026-09-01T00:14:35.773950Z,ErrorRateElevated,ecom_aux_7,user_service_7,critical,error_rate_percent,21.71,10.0,DUPLICATE: Error rate threshold exceeded
scen_000008,alt_scen_000008_00021,2026-09-01T00:14:40Z,ErrorRateElevated,ecom_aux_7,user_service_7,critical,error_rate_percent,21.71,10.0,Error rate threshold exceeded
scen_000008,alt_scen_000008_00023,2026-09-01T00:14:50Z,ErrorRateElevated,ecom_aux_7,user_service_7,critical,error_rate_percent,25.16,10.0,Error rate threshold exceeded
scen_000008,alt_scen_000008_00024,2026-09-01T00:15:20Z,DbConnectionPoolSaturated,ecom_aux_7,user_service_7,warning,connection_pool_usage,95.77,90.0,Database connection pool saturated
scen_000008,alt_scen_000008_00025,2026-09-01T00:15:40Z,ErrorRateElevated,ecom_aux_7,user_service_7,critical,error_rate_percent,25.87,10.0,Error rate threshold exceeded
scen_000008,alt_scen_000008_00026,2026-09-01T00:15:40Z,DbConnectionPoolSaturated,ecom_aux_7,user_service_7,warning,connection_pool_usage,97.33,90.0,Database connection pool saturated
scen_000008,alt_scen_000008_00034,2026-09-01T00:16:05Z,TransientSpikeWarning,ecom_aux_1,user_service_1,warning,cpu_usage_percent,78.5,75.0,Transient CPU spike detected on idle node
scen_000008,alt_scen_000008_00027,2026-09-01T00:16:10Z,ErrorRateElevated,ecom_aux_7,user_service_7,critical,error_rate_percent,26.49,10.0,Error rate threshold exceeded
scen_000008,alt_scen_000008_00028,2026-09-01T00:16:30Z,ErrorRateElevated,ecom_aux_7,user_service_7,critical,error_rate_percent,24.31,10.0,Error rate threshold exceeded
scen_000008,alt_scen_000008_00029,2026-09-01T00:16:30Z,DbConnectionPoolSaturated,ecom_aux_7,user_service_7,warning,connection_pool_usage,99.0,90.0,Database connection pool saturated
scen_000008,alt_scen_000008_00030,2026-09-01T00:16:34.150217Z,DbConnectionPoolSaturated,ecom_aux_7,user_service_7,warning,connection_pool_usage,99.0,90.0,DUPLICATE: Database connection pool saturated
scen_000008,alt_scen_000008_00031,2026-09-01T00:16:40Z,DbConnectionPoolSaturated,ecom_aux_7,user_service_7,warning,connection_pool_usage,96.99,90.0,Database connection pool saturated
scen_000008,alt_scen_000008_00032,2026-09-01T00:16:50Z,ErrorRateElevated,ecom_aux_7,user_service_7,critical,error_rate_percent,23.87,10.0,Error rate threshold exceeded
scen_000009,alt_scen_000009_00092,2026-09-01T00:00:18Z,TransientSpikeWarning,consumer_27,kafka_consumer_27,warning,cpu_usage_percent,78.5,75.0,Transient CPU spike detected on idle node
scen_000009,alt_scen_000009_00093,2026-09-01T00:01:00Z,TransientSpikeWarning,consumer_1,kafka_consumer_1,warning,cpu_usage_percent,78.5,75.0,Transient CPU spike detected on idle node
scen_000009,alt_scen_000009_00095,2026-09-01T00:01:54Z,TransientSpikeWarning,consumer_26,kafka_consumer_26,warning,cpu_usage_percent,78.5,75.0,Transient CPU spike detected on idle node
scen_000009,alt_scen_000009_00094,2026-09-01T00:02:13Z,TransientSpikeWarning,consumer_19,kafka_consumer_19,warning,cpu_usage_percent,78.5,75.0,Transient CPU spike detected on idle node
scen_000009,alt_scen_000009_00001,2026-09-01T00:05:00Z,ErrorRateElevated,db_event,mysql,critical,error_rate_percent,38.28,10.0,Error rate threshold exceeded
scen_000009,alt_scen_000009_00002,2026-09-01T00:05:10Z,DbConnectionPoolSaturated,db_event,mysql,warning,connection_pool_usage,96.56,90.0,Database connection pool saturated
scen_000009,alt_scen_000009_00003,2026-09-01T00:05:20Z,ErrorRateElevated,db_event,mysql,critical,error_rate_percent,24.91,10.0,Error rate threshold exceeded
scen_000009,alt_scen_000009_00004,2026-09-01T00:06:20Z,DbConnectionPoolSaturated,db_event,mysql,warning,connection_pool_usage,98.74,90.0,Database connection pool saturated
scen_000009,alt_scen_000009_00005,2026-09-01T00:06:50Z,DbConnectionPoolSaturated,db_event,mysql,warning,connection_pool_usage,95.43,90.0,Database connection pool saturated
scen_000009,alt_scen_000009_00006,2026-09-01T00:07:10Z,DbConnectionPoolSaturated,db_event,mysql,warning,connection_pool_usage,95.21,90.0,Database connection pool saturated
scen_000009,alt_scen_000009_00007,2026-09-01T00:07:30Z,ErrorRateElevated,db_event,mysql,critical,error_rate_percent,37.58,10.0,Error rate threshold exceeded
scen_000009,alt_scen_000009_00009,2026-09-01T00:08:18.026324Z,ErrorRateElevated,db_event,mysql,critical,error_rate_percent,32.81,10.0,DUPLICATE: Error rate threshold exceeded
scen_000009,alt_scen_000009_00008,2026-09-01T00:08:20Z,ErrorRateElevated,db_event,mysql,critical,error_rate_percent,32.81,10.0,Error rate threshold exceeded
scen_000009,alt_scen_000009_00010,2026-09-01T00:09:30Z,DbConnectionPoolSaturated,db_event,mysql,warning,connection_pool_usage,97.94,90.0,Database connection pool saturated
scen_000009,alt_scen_000009_00012,2026-09-01T00:09:48.022308Z,ErrorRateElevated,db_event,mysql,critical,error_rate_percent,26.96,10.0,DUPLICATE: Error rate threshold exceeded
scen_000009,alt_scen_000009_00011,2026-09-01T00:09:50Z,ErrorRateElevated,db_event,mysql,critical,error_rate_percent,26.96,10.0,Error rate threshold exceeded
scen_000009,alt_scen_000009_00013,2026-09-01T00:10:00Z,DbConnectionPoolSaturated,db_event,mysql,warning,connection_pool_usage,98.6,90.0,Database connection pool saturated
scen_000009,alt_scen_000009_00014,2026-09-01T00:10:10Z,ErrorRateElevated,db_event,mysql,critical,error_rate_percent,26.95,10.0,Error rate threshold exceeded
scen_000009,alt_scen_000009_00015,2026-09-01T00:10:20Z,DbConnectionPoolSaturated,db_event,mysql,warning,connection_pool_usage,96.98,90.0,Database connection pool saturated
scen_000009,alt_scen_000009_00016,2026-09-01T00:10:40Z,ErrorRateElevated,db_event,mysql,critical,error_rate_percent,35.91,10.0,Error rate threshold exceeded
scen_000009,alt_scen_000009_00017,2026-09-01T00:11:20Z,DbConnectionPoolSaturated,db_event,mysql,warning,connection_pool_usage,97.53,90.0,Database connection pool saturated
scen_000009,alt_scen_000009_00019,2026-09-01T00:11:36.011020Z,DbConnectionPoolSaturated,db_event,mysql,warning,connection_pool_usage,95.44,90.0,DUPLICATE: Database connection pool saturated
scen_000009,alt_scen_000009_00018,2026-09-01T00:11:40Z,DbConnectionPoolSaturated,db_event,mysql,warning,connection_pool_usage,95.44,90.0,Database connection pool saturated
scen_000009,alt_scen_000009_00020,2026-09-01T00:11:50Z,ErrorRateElevated,db_event,mysql,critical,error_rate_percent,32.92,10.0,Error rate threshold exceeded
scen_000009,alt_scen_000009_00021,2026-09-01T00:11:53.375086Z,ErrorRateElevated,db_event,mysql,critical,error_rate_percent,32.92,10.0,DUPLICATE: Error rate threshold exceeded
scen_000009,alt_scen_000009_00022,2026-09-01T00:12:00Z,ErrorRateElevated,db_event,mysql,critical,error_rate_percent,36.06,10.0,Error rate threshold exceeded
scen_000009,alt_scen_000009_00023,2026-09-01T00:12:04.643532Z,ErrorRateElevated,db_event,mysql,critical,error_rate_percent,36.06,10.0,DUPLICATE: Error rate threshold exceeded
scen_000009,alt_scen_000009_00024,2026-09-01T00:12:20Z,DbConnectionPoolSaturated,db_event,mysql,warning,connection_pool_usage,96.81,90.0,Database connection pool saturated
scen_000009,alt_scen_000009_00025,2026-09-01T00:12:40Z,ErrorRateElevated,db_event,mysql,critical,error_rate_percent,32.15,10.0,Error rate threshold exceeded
scen_000009,alt_scen_000009_00027,2026-09-01T00:12:45.105793Z,DbConnectionPoolSaturated,db_event,mysql,warning,connection_pool_usage,97.93,90.0,DUPLICATE: Database connection pool saturated
scen_000009,alt_scen_000009_00026,2026-09-01T00:12:50Z,DbConnectionPoolSaturated,db_event,mysql,warning,connection_pool_usage,97.93,90.0,Database connection pool saturated
scen_000009,alt_scen_000009_00028,2026-09-01T00:13:20Z,DbConnectionPoolSaturated,db_event,mysql,warning,connection_pool_usage,97.02,90.0,Database connection pool saturated
scen_000009,alt_scen_000009_00029,2026-09-01T00:13:24.353342Z,DbConnectionPoolSaturated,db_event,mysql,warning,connection_pool_usage,97.02,90.0,DUPLICATE: Database connection pool saturated
scen_000009,alt_scen_000009_00030,2026-09-01T00:13:30Z,DbConnectionPoolSaturated,db_event,mysql,warning,connection_pool_usage,97.14,90.0,Database connection pool saturated
scen_000009,alt_scen_000009_00032,2026-09-01T00:13:47.341888Z,ErrorRateElevated,db_event,mysql,critical,error_rate_percent,20.06,10.0,DUPLICATE: Error rate threshold exceeded
scen_000009,alt_scen_000009_00031,2026-09-01T00:13:50Z,ErrorRateElevated,db_event,mysql,critical,error_rate_percent,20.06,10.0,Error rate threshold exceeded
scen_000009,alt_scen_000009_00033,2026-09-01T00:13:50Z,DbConnectionPoolSaturated,db_event,mysql,warning,connection_pool_usage,97.9,90.0,Database connection pool saturated
scen_000009,alt_scen_000009_00034,2026-09-01T00:14:00Z,ErrorRateElevated,db_event,mysql,critical,error_rate_percent,29.5,10.0,Error rate threshold exceeded
scen_000009,alt_scen_000009_00035,2026-09-01T00:14:30Z,DbConnectionPoolSaturated,db_event,mysql,warning,connection_pool_usage,96.24,90.0,Database connection pool saturated
scen_000009,alt_scen_000009_00036,2026-09-01T00:15:00Z,ErrorRateElevated,db_event,mysql,critical,error_rate_percent,21.99,10.0,Error rate threshold exceeded
scen_000009,alt_scen_000009_00091,2026-09-01T00:15:02Z,TransientSpikeWarning,consumer_2,kafka_consumer_2,warning,cpu_usage_percent,78.5,75.0,Transient CPU spike detected on idle node
scen_000009,alt_scen_000009_00037,2026-09-01T00:15:10Z,ErrorRateElevated,db_event,mysql,critical,error_rate_percent,23.56,10.0,Error rate threshold exceeded
scen_000009,alt_scen_000009_00090,2026-09-01T00:15:14Z,TransientSpikeWarning,consumer_4,kafka_consumer_4,warning,cpu_usage_percent,78.5,75.0,Transient CPU spike detected on idle node
scen_000009,alt_scen_000009_00039,2026-09-01T00:15:36.765675Z,ErrorRateElevated,db_event,mysql,critical,error_rate_percent,44.22,10.0,DUPLICATE: Error rate threshold exceeded
scen_000009,alt_scen_000009_00038,2026-09-01T00:15:40Z,ErrorRateElevated,db_event,mysql,critical,error_rate_percent,44.22,10.0,Error rate threshold exceeded
scen_000009,alt_scen_000009_00040,2026-09-01T00:15:40Z,DbConnectionPoolSaturated,db_event,mysql,warning,connection_pool_usage,96.23,90.0,Database connection pool saturated
scen_000009,alt_scen_000009_00041,2026-09-01T00:15:50Z,DbConnectionPoolSaturated,db_event,mysql,warning,connection_pool_usage,98.19,90.0,Database connection pool saturated
scen_000009,alt_scen_000009_00042,2026-09-01T00:16:20Z,ErrorRateElevated,db_event,mysql,critical,error_rate_percent,36.96,10.0,Error rate threshold exceeded
scen_000009,alt_scen_000009_00043,2026-09-01T00:16:40Z,DbConnectionPoolSaturated,db_event,mysql,warning,connection_pool_usage,97.96,90.0,Database connection pool saturated
